ImageName,Date,Month,Year,Day,Reef,Transect,DistanceTransect,BinNumber,NumberAlgae,NumberSand,QuadratSize,Notes,DominantVegetation
20220922_R3_T3_0.6-0.8_B1,9/22/22,9,2022,22,R3,T3,0.6-0.8,B1,0,20,20x20,,
20220922_R3_T3_0.8-1_B2,9/22/22,9,2022,22,R3,T3,0.8-1,B2,0,20,20x20,,
20220922_R3_T3_1-1.2_B3,9/22/22,9,2022,22,R3,T3,1-1.2,B3,1,19,20x20,,
20220922_R3_T3_1.2-1.4_B4,9/22/22,9,2022,22,R3,T3,1.2-1.4,B4,9,11,20x20,,
20220922_R3_T3_1.4-1.6_B5,9/22/22,9,2022,22,R3,T3,1.4-1.6,B5,7,13,20x20 ,,
20220922_R3_T3_1.6-1.8_B6,9/22/22,9,2022,22,R3,T3,1.6-1.8,B6,9,11,20x20,,
20220922_R3_T3_1.8-2_B7,9/22/22,9,2022,22,R3,T3,1.8-2,B7,15,5,20x20,,
20220922_R3_T3_2-2.2_B8,9/22/22,9,2022,22,R3,T3,2-2.2,B8,12,8,20x20 ,,
20220922_R3_T3_2.2-2.4_B9,9/22/22,9,2022,22,R3,T3,2.2-2.4,B9,10,10,20x20,,
20220922_R3_T3_2.4-2.6_B10,9/22/22,9,2022,22,R3,T3,2.4-2.6,B10,15,5,20x20,,
20220922_R3_T3_2.6-2.8_B11,9/22/22,9,2022,22,R3,T3,2.6-2.8,B11,11,9,20x20,,
20220922_R3_T3_2.8-3_B12,9/22/22,9,2022,22,R3,T3,2.8-3,B12,13,7,20x20,,
20220922_R3_T3_3-3.2_B13,9/22/22,9,2022,22,R3,T3,3-3.2,B13,13,7,20x20,,
20220922_R3_T3_3.2-3.4_B14,9/22/22,9,2022,22,R3,T3,3.2-3.4,B14,14,6,20x20 ,,
20220922_R3_T3_3.4-3.6_B15,9/22/22,9,2022,22,R3,T3,3.4-3.6,B15,14,6,20x20,,
20220922_R3_T3_3.6-3.8_B16,9/22/22,9,2022,22,R3,T3,3.6-3.8,B16,9,11,20x20,,
20220922_R3_T3_3.8-4_B17,9/22/22,9,2022,22,R3,T3,3.8-4,B17,6,14,20x20 ,,
20220922_R3_T3_4-4.2_B18,9/22/22,9,2022,22,R3,T3,4-4.2,B18,9,11,20x20,,
20220922_R3_T3_4.2-4.4_B19,9/22/22,9,2022,22,R3,T3,4.2-4.4,B19,6,14,20x20,,
20220922_R3_T3_4.4-4.6_B20,9/22/22,9,2022,22,R3,T3,4.4-4.6,B20,11,9,20x20,,
20220922_R3_T3_4.6-4.8_B21,9/22/22,9,2022,22,R3,T3,4.6-4.8,B21,13,7,20x20 ,,
20220922_R3_T3_4.8-5_B22,9/22/22,9,2022,22,R3,T3,4.8-5,B22,18,2,20x20,,
20220922_R3_T3_5-5.2_B23,9/22/22,9,2022,22,R3,T3,5-5.2,B23,16,4,20x20,,
20220922_R3_T3_5.2-5.4_B24,9/22/22,9,2022,22,R3,T3,5.2-5.4,B24,13,6,20x20 ,1 point on transect,
20220922_R3_T3_5.4-5.6_B25,9/22/22,9,2022,22,R3,T3,5.4-5.6,B25,18,1,20x20,1 point on transect,
20221018_R1_T1_0.6-0.8_B1 ,10/18/22,10,2022,18,R1,T1,0.6-0.8,B1,0,20,20x20,,
20221018_R1_T1_0.8-1_B2,10/18/22,10,2022,18,R1,T1,0.8-1,B2,0,20,20x20,,
20221018_R1_T1_1-1.2_B3 ,10/18/22,10,2022,18,R1,T1,1-1.2,B3,0,20,20x20,,
20221018_R1_T1_1.2-1.4_B4,10/18/22,10,2022,18,R1,T1,1.2-1.4,B4,1,19,20x20,,
20221018_R1_T1_1.4-1.6_B5,10/18/22,10,2022,18,R1,T1,1.4-1.6,B5,0,20,20x20 ,,
20221018_R1_T1_1.6-1.8_B6,10/18/22,10,2022,18,R1,T1,1.6-1.8,B6,3,17,20x20,,
20221018_R1_T1_1.8-2_B7,10/18/22,10,2022,18,R1,T1,1.8-2,B7,5,15,20x20,,
20221018_R1_T1_2-2.2_B8,10/18/22,10,2022,18,R1,T1,2-2.2,B8,2,18,20x20 ,,
20221018_R1_T1_2.2-2.4_B9,10/18/22,10,2022,18,R1,T1,2.2-2.4,B9,7,13,20x20,,
20221018_R1_T1_2.4-2.6_B10,10/18/22,10,2022,18,R1,T1,2.4-2.6,B10,9,11,20x20,,
20221018_R1_T1_2.6-2.8_B11,10/18/22,10,2022,18,R1,T1,2.6-2.8,B11,6,14,20x20,,
20221018_R1_T1_2.8-3_B12,10/18/22,10,2022,18,R1,T1,2.8-3,B12,4,16,20x20,,
20221018_R1_T1_3-3.2_B13,10/18/22,10,2022,18,R1,T1,3-3.2,B13,9,11,20x20,,
20221018_R1_T1_3.2-3.4_B14,10/18/22,10,2022,18,R1,T1,3.2-3.4,B14,9,11,20x20 ,,
20221018_R1_T1_3.4-3.6_B15,10/18/22,10,2022,18,R1,T1,3.4-3.6,B15,6,14,20x20,,
20221018_R1_T1_3.6-3.8_B16,10/18/22,10,2022,18,R1,T1,3.6-3.8,B16,13,7,20x20,,
20221018_R1_T1_3.8-4_B17,10/18/22,10,2022,18,R1,T1,3.8-4,B17,4,16,20x20 ,,
20221018_R1_T1_4-4.2_B18,10/18/22,10,2022,18,R1,T1,4-4.2,B18,4,16,20x20,,
20221018_R1_T1_4.2-4.4_B19,10/18/22,10,2022,18,R1,T1,4.2-4.4,B19,7,13,20x20,,
20221018_R1_T1_4.4-4.6_B20,10/18/22,10,2022,18,R1,T1,4.4-4.6,B20,3,17,20x20,,
20221018_R1_T1_4.6-4.8_B21,10/18/22,10,2022,18,R1,T1,4.6-4.8,B21,4,16,20x20 ,,
20221018_R1_T1_4.8-5_B22,10/18/22,10,2022,18,R1,T1,4.8-5,B22,6,14,20x20,,
20221018_R1_T1_5-5.2_B23,10/18/22,10,2022,18,R1,T1,5-5.2,B23,7,13,20x20,,
20221018_R1_T1_5.2-5.4_B24,10/18/22,10,2022,18,R1,T1,5.2-5.4,B24,1,19,20x20 ,,
20221018_R1_T1_5.4-5.6_B25,10/18/22,10,2022,18,R1,T1,5.4-5.6,B25,8,12,20x20,,
20221018_R1_T2_0.8-1_B1,10/18/22,10,2022,18,R1,T2,0.8-1,B1,0,19,20x20,1 point on transect ,
20221018_R1_T2_1-1.2_B2,10/18/22,10,2022,18,R1,T2,1-1.2,B2,1,19,20x20,,
20221018_R1_T2_1.2-1.4_B3,10/18/22,10,2022,18,R1,T2,1.2-1.4,B3,10,10,20x20,,
20221018_R1_T2_1.4-1.6_B4,10/18/22,10,2022,18,R1,T2,1.4-1.6,B4,7,13,20x20,,
20221018_R1_T2_1.6-1.8_B5,10/18/22,10,2022,18,R1,T2,1.6-1.8,B5,5,15,20x20 ,,
20221018_R1_T2_1.8-2_B6,10/18/22,10,2022,18,R1,T2,1.8-2,B6,6,14,20x20,,
20221018_R1_T2_2-2.2_B7,10/18/22,10,2022,18,R1,T2,2-2.2,B7,6,14,20x20,,
20221018_R1_T2_2.2-2.4_B8,10/18/22,10,2022,18,R1,T2,2.2-2.4,B8,0,20,20x20 ,,
20221018_R1_T2_2.4-2.6_B9,10/18/22,10,2022,18,R1,T2,2.4-2.6,B9,2,18,20x20,,
20221018_R1_T2_2.6-2.8_B10,10/18/22,10,2022,18,R1,T2,2.6-2.8,B10,8,12,20x20,,
20221018_R1_T2_2.8-3_B11,10/18/22,10,2022,18,R1,T2,2.8-3,B11,6,14,20x20,,
20221018_R1_T2_3-3.2_B12,10/18/22,10,2022,18,R1,T2,3-3.2,B12,1,19,20x20,,
20221018_R1_T2_3.2-3.4_B13,10/18/22,10,2022,18,R1,T2,3.2-3.4,B13,3,17,20x20,,
20221018_R1_T2_3.4-3.6_B14,10/18/22,10,2022,18,R1,T2,3.4-3.6,B14,5,15,20x20 ,,
20221018_R1_T2_3.6-3.8_B15,10/18/22,10,2022,18,R1,T2,3.6-3.8,B15,6,14,20x20,,
20221018_R1_T2_3.8-4_B16,10/18/22,10,2022,18,R1,T2,3.8-4,B16,2,18,20x20,,
20221018_R1_T2_4-4.2_B17,10/18/22,10,2022,18,R1,T2,4-4.2,B17,3,17,20x20 ,,
20221018_R1_T2_4.2-4.4_B18,10/18/22,10,2022,18,R1,T2,4.2-4.4,B18,10,10,20x20,,
20221018_R1_T2_4.4-4.6_B19,10/18/22,10,2022,18,R1,T2,4.4-4.6,B19,8,12,20x20,,
20221018_R1_T2_4.6-4.8_B20,10/18/22,10,2022,18,R1,T2,4.6-4.8,B20,9,11,20x20,,
20221018_R1_T2_4.8-5_B21,10/18/22,10,2022,18,R1,T2,4.8-5,B21,2,18,20x20 ,,
20221018_R1_T2_5-5.2_B22,10/18/22,10,2022,18,R1,T2,5-5.2,B22,12,8,20x20,,
20221018_R1_T2_5.2-5.4_B23,10/18/22,10,2022,18,R1,T2,5.2-5.4,B23,6,14,20x20,,
20221018_R1_T2_5.4-5.6_B24,10/18/22,10,2022,18,R1,T2,5.4-5.6,B24,9,11,20x20 ,,
20221018_R1_T2_5.6-5.8_B25,10/18/22,10,2022,18,R1,T2,5.6-5.8,B25,6,14,20x20,,
20221018_R1_T3_0.7-0.9_B1,10/18/22,10,2022,18,R1,T3,0.7-0.9,B1,3,17,20x20,,
20221018_R1_T3_0.9-1.1_B2,10/18/22,10,2022,18,R1,T3,0.9-1.1,B2,0,18,20x20,2 points on the transect ,
20221018_R1_T3_1.1-1.3_B3,10/18/22,10,2022,18,R1,T3,1.1-1.3,B3,2,16,20x20,2 points on the transect ,
20221018_R1_T3_1.3-1.5_B4,10/18/22,10,2022,18,R1,T3,1.3-1.5,B4,6,13,20x20,1 point on the transect ,
20221018_R1_T3_1.5-1.7_B5,10/18/22,10,2022,18,R1,T3,1.5-1.7,B5,5,15,20x20 ,,
20221018_R1_T3_1.7-1.9_B6,10/18/22,10,2022,18,R1,T3,1.7-1.9,B6,3,14,20x20,3 points on the transect ,
20221018_R1_T3_1.9-2.1_B7,10/18/22,10,2022,18,R1,T3,1.9-2.1,B7,3,14,20x20,3 points on the transect ,
20221018_R1_T3_2.1-2.3_B8,10/18/22,10,2022,18,R1,T3,2.1-2.3,B8,1,19,20x20 ,,
20221018_R1_T3_2.3-2.5_B9,10/18/22,10,2022,18,R1,T3,2.3-2.5,B9,2,18,20x20,,
20221018_R1_T3_2.5-2.7_B10,10/18/22,10,2022,18,R1,T3,2.5-2.7,B10,1,19,20x20,,
20221018_R1_T3_2.7-2.9_B11,10/18/22,10,2022,18,R1,T3,2.7-2.9,B11,7,13,20x20,,
20221018_R1_T3_2.9-3.1_B12,10/18/22,10,2022,18,R1,T3,2.9-3.1,B12,9,11,20x20,,
20221018_R1_T3_3.1-3.3_B13,10/18/22,10,2022,18,R1,T3,3.1-3.3,B13,3,17,20x20,,
20221018_R1_T3_3.3-3.5_B14,10/18/22,10,2022,18,R1,T3,3.3-3.5,B14,1,19,20x20 ,,
20221018_R1_T3_3.5-3.7_B15,10/18/22,10,2022,18,R1,T3,3.5-3.7,B15,8,12,20x20,,
20221018_R1_T3_3.7-3.9_B16,10/18/22,10,2022,18,R1,T3,3.7-3.9,B16,12,8,20x20,,
20221018_R1_T3_3.9-4.1_B17,10/18/22,10,2022,18,R1,T3,3.9-4.1,B17,3,17,20x20 ,,
20221018_R1_T3_4.1-4.3_B18,10/18/22,10,2022,18,R1,T3,4.1-4.3,B18,3,17,20x20,,
20221018_R1_T3_4.3-4.5_B19,10/18/22,10,2022,18,R1,T3,4.3-4.5,B19,8,12,20x20,,
20221018_R1_T3_4.5-4.7_B20,10/18/22,10,2022,18,R1,T3,4.5-4.7,B20,7,13,20x20,,
20221018_R1_T3_4.7-4.9_B21,10/18/22,10,2022,18,R1,T3,4.7-4.9,B21,6,14,20x20 ,,
20221018_R1_T3_4.9-5.1_B22,10/18/22,10,2022,18,R1,T3,4.9-5.1,B22,12,8,20x20,,
20221018_R1_T3_5.1-5.3_B23,10/18/22,10,2022,18,R1,T3,5.1-5.3,B23,2,18,20x20,,
20221018_R1_T3_5.3-5.5_B24,10/18/22,10,2022,18,R1,T3,5.3-5.5,B24,11,14,20x20 ,,
20221018_R1_T3_5.5-5.7_B25,10/18/22,10,2022,18,R1,T3,5.5-5.7,B25,4,16,20x20,,
20221018_R2_T1_0.5-0.7_B1 ,10/18/22,10,2022,18,R2,T1,0.5-0.7,B1,0,20,20x20,,
20221018_R2_T1_0.7-0.9_B2,10/18/22,10,2022,18,R2,T1,0.7-0.9,B2,0,20,20x20,,
20221018_R2_T1_0.9-1.1_B3,10/18/22,10,2022,18,R2,T1,0.9-1.1,B3,2,18,20x20,,
20221018_R2_T1_1.1-1.3_B4,10/18/22,10,2022,18,R2,T1,1.1-1.3,B4,3,17,20x20,,
20221018_R2_T1_1.3-1.5_B5,10/18/22,10,2022,18,R2,T1,1.3-1.5,B5,5,15,20x20 ,,
20221018_R2_T1_1.5-1.7_B6,10/18/22,10,2022,18,R2,T1,1.5-1.7,B6,4,16,20x20,,
20221018_R2_T1_1.7-1.9_B7,10/18/22,10,2022,18,R2,T1,1.7-1.9,B7,3,17,20x20,,
20221018_R2_T1_1.9-2.1_B8,10/18/22,10,2022,18,R2,T1,1.9-2.1,B8,2,18,20x20 ,,
20221018_R2_T1_2.1-2.3_B9,10/18/22,10,2022,18,R2,T1,2.1-2.3,B9,4,16,20x20,,
20221018_R2_T1_2.3-2.5_B10,10/18/22,10,2022,18,R2,T1,2.3-2.5,B10,1,19,20x20,,
20221018_R2_T1_2.5-2.7_B11,10/18/22,10,2022,18,R2,T1,2.5-2.7,B11,0,20,20x20,,
20221018_R2_T1_2.7-2.9_B12,10/18/22,10,2022,18,R2,T1,2.7-2.9,B12,1,19,20x20,,
20221018_R2_T1_2.9-3.1_B13,10/18/22,10,2022,18,R2,T1,2.9-3.1,B13,0,20,20x20,,
20221018_R2_T1_3.1-3.3_B14,10/18/22,10,2022,18,R2,T1,3.1-3.3,B14,3,17,20x20 ,,
20221018_R2_T1_3.3-3.5_B15,10/18/22,10,2022,18,R2,T1,3.3-3.5,B15,1,19,20x20,,
20221018_R2_T1_3.5-3.7_B16,10/18/22,10,2022,18,R2,T1,3.5-3.7,B16,0,20,20x20,,
20221018_R2_T1_3.7-3.9_B17,10/18/22,10,2022,18,R2,T1,3.7-3.9,B17,1,19,20x20 ,,
20221018_R2_T1_3.9-4.1_B18,10/18/22,10,2022,18,R2,T1,3.9-4.1,B18,0,20,20x20,,
20221018_R2_T1_4.1-4.3_B19,10/18/22,10,2022,18,R2,T1,4.1-4.3,B19,4,16,20x20,,
20221018_R2_T1_4.3-4.5_B20,10/18/22,10,2022,18,R2,T1,4.3-4.5,B20,3,17,20x20,,
20221018_R2_T1_4.5-4.7_B21,10/18/22,10,2022,18,R2,T1,4.5-4.7,B21,0,20,20x20 ,,
20221018_R2_T1_4.7-4.9_B22,10/18/22,10,2022,18,R2,T1,4.7-4.9,B22,0,20,20x20,,
20221018_R2_T1_4.9-5.1_B23,10/18/22,10,2022,18,R2,T1,4.9-5.1,B23,1,19,20x20,,
20221018_R2_T1_5.1-5.3_B24,10/18/22,10,2022,18,R2,T1,5.1-5.3,B24,6,14,20x20 ,,
20221018_R2_T1_5.3-5.5_B25,10/18/22,10,2022,18,R2,T1,5.3-5.5,B25,0,19,20x20,1 point on the transect ,
20221018_R2_T2_0.6-0.8_B1,10/18/22,10,2022,18,R2,T2,0.6-0.8,B1,1,18,20x20,1 point on the cilindar ,
20221018_R2_T2_0.8-1_B2,10/18/22,10,2022,18,R2,T2,0.8-1,B2,0,20,20x20,,
20221018_R2_T2_1-1.2_B3 ,10/18/22,10,2022,18,R2,T2,1-1.2,B3,0,20,20x20,,
20221018_R2_T2_1.2-1.4_B4,10/18/22,10,2022,18,R2,T2,1.2-1.4,B4,4,16,20x20,,
20221018_R2_T2_1.4-1.6_B5,10/18/22,10,2022,18,R2,T2,1.4-1.6,B5,3,17,20x20 ,,
20221018_R2_T2_1.6-1.8_B6,10/18/22,10,2022,18,R2,T2,1.6-1.8,B6,5,15,20x20,,
20221018_R2_T2_1.8-2_B7,10/18/22,10,2022,18,R2,T2,1.8-2,B7,2,18,20x20,,
20221018_R2_T2_2-2.2_B8,10/18/22,10,2022,18,R2,T2,2-2.2,B8,7,13,20x20 ,,
20221018_R2_T2_2.2-2.4_B9,10/18/22,10,2022,18,R2,T2,2.2-2.4,B9,6,14,20x20,,
20221018_R2_T2_2.4-2.6_B10,10/18/22,10,2022,18,R2,T2,2.4-2.6,B10,4,16,20x20,,
20221018_R2_T2_2.6-2.8_B11,10/18/22,10,2022,18,R2,T2,2.6-2.8,B11,0,20,20x20,,
20221018_R2_T2_2.8-3_B12,10/18/22,10,2022,18,R2,T2,2.8-3,B12,4,16,20x20,,
20221018_R2_T2_3-3.2_B13,10/18/22,10,2022,18,R2,T2,3-3.2,B13,2,18,20x20,,
20221018_R2_T2_3.2-3.4_B14,10/18/22,10,2022,18,R2,T2,3.2-3.4,B14,10,10,20x20 ,,
20221018_R2_T2_3.4-3.6_B15,10/18/22,10,2022,18,R2,T2,3.4-3.6,B15,4,16,20x20,,
20221018_R2_T2_3.6-3.8_B16,10/18/22,10,2022,18,R2,T2,3.6-3.8,B16,5,15,20x20,,
20221018_R2_T2_3.8-4_B17,10/18/22,10,2022,18,R2,T2,3.8-4,B17,4,16,20x20 ,,
20221018_R2_T2_4-4.2_B18,10/18/22,10,2022,18,R2,T2,4-4.2,B18,1,19,20x20,,
20221018_R2_T2_4.2-4.4_B19,10/18/22,10,2022,18,R2,T2,4.2-4.4,B19,0,20,20x20,,
20221018_R2_T2_4.4-4.6_B20,10/18/22,10,2022,18,R2,T2,4.4-4.6,B20,2,18,20x20,,
20221018_R2_T2_4.6-4.8_B21,10/18/22,10,2022,18,R2,T2,4.6-4.8,B21,1,19,20x20 ,,
20221018_R2_T2_4.8-5_B22,10/18/22,10,2022,18,R2,T2,4.8-5,B22,1,19,20x20,,
20221018_R2_T2_5-5.2_B23,10/18/22,10,2022,18,R2,T2,5-5.2,B23,3,17,20x20,,
20221018_R2_T2_5.2-5.4_B24,10/18/22,10,2022,18,R2,T2,5.2-5.4,B24,2,18,20x20 ,,
20221018_R2_T2_5.4-5.6_B25,10/18/22,10,2022,18,R2,T2,5.4-5.6,B25,4,16,20x20,,
20221018_R2_T3_0.7-0.9_B1,10/18/22,10,2022,18,R2,T3,0.7-0.9,B1,0,20,20x20,,
20221018_R2_T3_0.9-1.1_B2,10/18/22,10,2022,18,R2,T3,0.9-1.1,B2,3,17,20x20,,
20221018_R2_T3_1.1-1.3_B3,10/18/22,10,2022,18,R2,T3,1.1-1.3,B3,2,18,20x20,,
20221018_R2_T3_1.3-1.5_B4,10/18/22,10,2022,18,R2,T3,1.3-1.5,B4,4,16,20x20,,
20221018_R2_T3_1.5-1.7_B5,10/18/22,10,2022,18,R2,T3,1.5-1.7,B5,5,15,20x20 ,,
20221018_R2_T3_1.7-1.9_B6,10/18/22,10,2022,18,R2,T3,1.7-1.9,B6,1,19,20x20,,
20221018_R2_T3_1.9-2.1_B7,10/18/22,10,2022,18,R2,T3,1.9-2.1,B7,3,17,20x20,,
20221018_R2_T3_2.1-2.3_B8,10/18/22,10,2022,18,R2,T3,2.1-2.3,B8,5,15,20x20 ,,
20221018_R2_T3_2.3-2.5_B9,10/18/22,10,2022,18,R2,T3,2.3-2.5,B9,6,14,20x20,,
20221018_R2_T3_2.5-2.7_B10,10/18/22,10,2022,18,R2,T3,2.5-2.7,B10,6,14,20x20,,
20221018_R2_T3_2.7-2.9_B11,10/18/22,10,2022,18,R2,T3,2.7-2.9,B11,1,19,20x20,,
20221018_R2_T3_2.9-3.1_B12,10/18/22,10,2022,18,R2,T3,2.9-3.1,B12,0,20,20x20,,
20221018_R2_T3_3.1-3.3_B13,10/18/22,10,2022,18,R2,T3,3.1-3.3,B13,2,18,20x20,,
20221018_R2_T3_3.3-3.5_B14,10/18/22,10,2022,18,R2,T3,3.3-3.5,B14,4,16,20x20 ,,
20221018_R2_T3_3.5-3.7_B15,10/18/22,10,2022,18,R2,T3,3.5-3.7,B15,5,15,20x20,,
20221018_R2_T3_3.7-3.9_B16,10/18/22,10,2022,18,R2,T3,3.7-3.9,B16,4,16,20x20,,
20221018_R2_T3_3.9-4.1_B17,10/18/22,10,2022,18,R2,T3,3.9-4.1,B17,3,17,20x20 ,,
20221018_R2_T3_4.4-4.3_B18,10/18/22,10,2022,18,R2,T3,4.4-4.3,B18,4,16,20x20,,
20221018_R2_T3_4.3-4.5_B19,10/18/22,10,2022,18,R2,T3,4.3-4.5,B19,3,17,20x20,,
20221018_R2_T3_4.5-4.7_B20,10/18/22,10,2022,18,R2,T3,4.5-4.7,B20,10,10,20x20,,
20221018_R2_T3_4.7-4.9_B21,10/18/22,10,2022,18,R2,T3,4.7-4.9,B21,2,18,20x20 ,,
20221018_R2_T3_4.9-5.1_B22,10/18/22,10,2022,18,R2,T3,4.9-5.1,B22,1,19,20x20,,
20221018_R2_T3_5.1-5.3_B23,10/18/22,10,2022,18,R2,T3,5.1-5.3,B23,9,11,20x20,,
20221018_R2_T3_5.3-5.5_B24,10/18/22,10,2022,18,R2,T3,5.3-5.5,B24,4,16,20x20 ,,
20221018_R2_T3_5.5-5.7_B25,10/18/22,10,2022,18,R2,T3,5.5-5.7,B25,2,18,20x20,,
20221018_R3_T1_0.6_0.8_B1,10/18/22,10,2022,18,R3,T1,0.6-0.8,B1,0,20,20x20,,
20221018_R3_T1_0.8-1_B2,10/18/22,10,2022,18,R3,T1,0.8-1,B2,2,18,20x20,,
20221018_R3_T1_1-1.2_B3,10/18/22,10,2022,18,R3,T1,1-1.2,B3,11,8,20x20,1 point on transect ,
20221018_R3_T1_1.2-1.4_B4 ,10/18/22,10,2022,18,R3,T1,1.2-1.4,B4,2,18,20x20,,
20221018_R3_T1_1.4-1.6_B5 ,10/18/22,10,2022,18,R3,T1,1.4-1.6,B5,6,14,20x20 ,,
20221018_R3_T1_1.6-1.8_B6,10/18/22,10,2022,18,R3,T1,1.6-1.8,B6,12,8,20x20,,
20221018_R3_T1_1.8-2_B7,10/18/22,10,2022,18,R3,T1,1.8-2,B7,2,18,20x20,,
20221018_R3_T1_2-2.2_B8,10/18/22,10,2022,18,R3,T1,2-2.2,B8,4,16,20x20 ,,
20221018_R3_T1_2.2-2.4_B9,10/18/22,10,2022,18,R3,T1,2.2-2.4,B9,8,12,20x20,,
20221018_R3_T1_2.4-2.6_B10,10/18/22,10,2022,18,R3,T1,2.4-2.6,B10,5,15,20x20,,
20221018_R3_T1_2.6-2.8_B11,10/18/22,10,2022,18,R3,T1,2.6-2.8,B11,16,4,20x20,,
20221018_R3_T1_2.8-3_B12,10/18/22,10,2022,18,R3,T1,2.8-3,B12,5,15,20x20,,
20221018_R3_T1_3-3.2_B13,10/18/22,10,2022,18,R3,T1,3-3.2,B13,11,9,20x20,,
20221018_R3_T1_3.2-3.4_B14,10/18/22,10,2022,18,R3,T1,3.2-3.4,B14,4,16,20x20 ,,
20221018_R3_T1_3.4-3.6_B15,10/18/22,10,2022,18,R3,T1,3.4-3.6,B15,7,13,20x20,,
20221018_R3_T1_3.6-3.8_B16,10/18/22,10,2022,18,R3,T1,3.6-3.8,B16,11,9,20x20,,
20221018_R3_T1_3.8-4_B17,10/18/22,10,2022,18,R3,T1,3.8-4,B17,5,15,20x20 ,,
20221018_R3_T1_4-4.2_B18,10/18/22,10,2022,18,R3,T1,4-4.2,B18,8,12,20x20,,
20221018_R3_T1_4.2-4.4_B19,10/18/22,10,2022,18,R3,T1,4.2-4.4,B19,3,17,20x20,,
20221018_R3_T1_4.4-4.6_B20,10/18/22,10,2022,18,R3,T1,4.4-4.6,B20,2,18,20x20,,
20221018_R3_T1_4.6-4.8_B21,10/18/22,10,2022,18,R3,T1,4.6-4.8,B21,6,14,20x20 ,,
20221018_R3_T1_4.8-5_B22,10/18/22,10,2022,18,R3,T1,4.8-5,B22,9,11,20x20,,
20221018_R3_T1_5-5.2_B23,10/18/22,10,2022,18,R3,T1,5-5.2,B23,8,12,20x20,,
20221018_R3_T1_5.2-5.4_B24,10/18/22,10,2022,18,R3,T1,5.2-5.4,B24,16,4,20x20 ,,
20221018_R3_T1_5.4-5.6_B25,10/18/22,10,2022,18,R3,T1,5.4-5.6,B25,14,6,20x20,,
20221018_R3_T2_0.6-0.8_B1 ,10/18/22,10,2022,18,R3,T2,0.6-0.8,B1,1,18,20x20,1 point on zip tie ,
20221018_R3_T2_0.8-1_B2,10/18/22,10,2022,18,R3,T2,0.8-1,B2,1,19,20x20,,
20221018_R3_T2_1-1.2_B3,10/18/22,10,2022,18,R3,T2,1-1.2,B3,8,12,20x20,,
20221018_R3_T2_1.2-1.4_B4,10/18/22,10,2022,18,R3,T2,1.2-1.4,B4,5,15,20x20,,
20221018_R3_T2_1.4-1.6_B5,10/18/22,10,2022,18,R3,T2,1.4-1.6,B5,6,14,20x20 ,,
20221018_R3_T2_1.6-1.8_B6,10/18/22,10,2022,18,R3,T2,1.6-1.8,B6,6,14,20x20,,
20221018_R3_T2_1.8-2_B7,10/18/22,10,2022,18,R3,T2,1.8-2,B7,11,9,20x20,,
20221018_R3_T2_2-2.2_B8,10/18/22,10,2022,18,R3,T2,2-2.2,B8,7,13,20x20 ,,
20221018_R3_T2_2.2-2.4_B9,10/18/22,10,2022,18,R3,T2,2.2-2.4,B9,12,8,20x20,,
20221018_R3_T2_2.4-2.6_B10,10/18/22,10,2022,18,R3,T2,2.4-2.6,B10,8,12,20x20,,
20221018_R3_T2_2.6-2.8_B11,10/18/22,10,2022,18,R3,T2,2.6-2.8,B11,12,8,20x20,,
20221018_R3_T2_2.8-3_B12,10/18/22,10,2022,18,R3,T2,2.8-3,B12,3,17,20x20,,
20221018_R3_T2_3-3.2_B13,10/18/22,10,2022,18,R3,T2,3-3.2,B13,2,18,20x20,,
20221018_R3_T2_3.2-3.4_B14,10/18/22,10,2022,18,R3,T2,3.2-3.4,B14,8,10,20x20 ,2 points on transect ,
20221018_R3_T2_3.4-3.6_B15,10/18/22,10,2022,18,R3,T2,3.4-3.6,B15,5,15,20x20,,
20221018_R3_T2_3.6-3.8_B16,10/18/22,10,2022,18,R3,T2,3.6-3.8,B16,7,13,20x20,,
20221018_R3_T2_3.8-4_B17,10/18/22,10,2022,18,R3,T2,3.8-4,B17,4,16,20x20 ,,
20221018_R3_T2_4-4.2_B18,10/18/22,10,2022,18,R3,T2,4-4.2,B18,7,13,20x20,,
20221018_R3_T2_4.2-4.4_B19,10/18/22,10,2022,18,R3,T2,4.2-4.4,B19,6,14,20x20,,
20221018_R3_T2_4.4-4.6_B20,10/18/22,10,2022,18,R3,T2,4.4-4.6,B20,3,17,20x20,,
20221018_R3_T2_4.6-4.8_B21,10/18/22,10,2022,18,R3,T2,4.6-4.8,B21,4,16,20x20 ,,
20221018_R3_T2_4.8-5_B22,10/18/22,10,2022,18,R3,T2,4.8-5,B22,7,11,20x20,2 points on transect ,
20221018_R3_T2_5-5.2_B23,10/18/22,10,2022,18,R3,T2,5-5.2,B23,6,14,20x20,,
20221018_R3_T2_5.2-5.4_B24,10/18/22,10,2022,18,R3,T2,5.2-5.4,B24,4,16,20x20 ,,
20221018_R3_T2_5.4-5.6_B25,10/18/22,10,2022,18,R3,T2,5.4-5.6,B25,5,15,20x20,,
20221018_R3_T3_0.8-1_B1 ,10/18/22,10,2022,18,R3,T3,0.8-1,B1,1,19,20x20,,
20221018_R3_T3_1-1.2_B2,10/18/22,10,2022,18,R3,T3,1-1.2,B2,0,20,20x20,,
20221018_R3_T3_1.2-1.4_B3,10/18/22,10,2022,18,R3,T3,1.2-1.4,B3,1,19,20x20,,
