ImageName,Date,Month,Year,Day,Reef,Transect,DistanceTransect,BinNumber,NumberAlgae,NumberSand,QuadratSize,Notes,DominantVegetation
20231025_R3_T3_4.2-4.4_B16,10/25/23,10,2023,25,R3,T3,4.2-4.4,B16,3,17,20x20,,Algae
20231025_R3_T3_4.4-4.6_B17,10/25/23,10,2023,25,R3,T3,4.4-4.6,B17,3,17,20x20,,Algae
20231025_R3_T3_4.6-4.8_B18,10/25/23,10,2023,25,R3,T3,4.6-4.8,B18,5,15,20x20,,Algae
20231025_R3_T3_4.8-5_B19,10/25/23,10,2023,25,R3,T3,4.8-5,B19,5,15,20x20,,Algae
20231025_R3_T3_5-5.2_B20,10/25/23,10,2023,25,R3,T3,5-5.2,B20,6,14,20x20,,Algae
20231025_R3_T3_5.2-5.4_B21,10/25/23,10,2023,25,R3,T3,5.2-5.4,B21,4,16,20x20,,Seagrass
20231025_R3_T3_5.4-5.6_B22,10/25/23,10,2023,25,R3,T3,5.4-5.6,B22,2,18,20x20,,Algae
20231025_R3_T3_5.6-5.8_B23,10/25/23,10,2023,25,R3,T3,5.6-5.8,B23,3,17,20x20,Mostly sand,NA
20231025_R3_T3_5.8-6_B24,10/25/23,10,2023,25,R3,T3,5.8-6,B24,4,16,20x20,,Algae
20231025_R3_T3_6-6.2_B25,10/25/23,10,2023,25,R3,T3,6-6.2,B25,2,18,20x20,,Algae
20231204_R1_T1_1.1-1.3_B1,12/4/23,12,2023,4,R1,T1,1.1-1.3,B1,0,20,20x20,Sand,NA
20231204_R1_T1_1.3-1.5_B2,12/4/23,12,2023,4,R1,T1,1.3-1.5,B2,9,11,20x20,,Seagrass
20231204_R1_T1_1.5-1.7_B3,12/4/23,12,2023,4,R1,T1,1.5-1.7,B3,5,15,20x20,,Seagrass
20231204_R1_T1_1.7-1.9_B4,12/4/23,12,2023,4,R1,T1,1.7-1.9,B4,4,16,20x20,,Seagrass
20231204_R1_T1_1.9-2.1_B5,12/4/23,12,2023,4,R1,T1,1.9-2.1,B5,15,5,20x20,,Seagrass
20231204_R1_T1_2.1-2.3_B6,12/4/23,12,2023,4,R1,T1,2.1-2.3,B6,18,2,20x20,,Seagrass
20231204_R1_T1_2.3-2.5_B7,12/4/23,12,2023,4,R1,T1,2.3-2.5,B7,15,5,20x20,,Seagrass
20231204_R1_T1_2.5-2.7_B8,12/4/23,12,2023,4,R1,T1,2.5-2.7,B8,11,9,20x20,,Seagrass
20231204_R1_T1_2.7-2.9_B9,12/4/23,12,2023,4,R1,T1,2.7-2.9,B9,8,12,20x20,,Seagrass
20231204_R1_T1_2.9-3.1_B10,12/4/23,12,2023,4,R1,T1,2.9-3.1,B10,10,10,20x20,,Seagrass
20231204_R1_T1_3.1-3.3_B11,12/4/23,12,2023,4,R1,T1,3.1-3.3,B11,15,5,20x20,,Seagrass
20231204_R1_T1_3.3-3.5_B12,12/4/23,12,2023,4,R1,T1,3.3-3.5,B12,13,7,20x20,,Seagrass
20231204_R1_T1_3.5-3.7_B13,12/4/23,12,2023,4,R1,T1,3.5-3.7,B13,7,13,20x20,,Seagrass
20231204_R1_T1_3.7-3.9_B14,12/4/23,12,2023,4,R1,T1,3.7-3.9,B14,15,5,20x20,,Seagrass
20231204_R1_T1_3.9-4.1_B15,12/4/23,12,2023,4,R1,T1,3.9-4.1,B15,12,8,20x20,,Seagrass
20231204_R1_T1_4.1-4.3_B16,12/4/23,12,2023,4,R1,T1,4.1-4.3,B16,12,8,20x20,,Seagrass
20231204_R1_T1_4.3-4.5_B17,12/4/23,12,2023,4,R1,T1,4.3-4.5,B17,14,6,20x20,,Seagrass
20231204_R1_T1_4.5-4.7_B18,12/4/23,12,2023,4,R1,T1,4.5-4.7,B18,11,9,20x20,,Seagrass
20231204_R1_T1_4.7-4.9_B19,12/4/23,12,2023,4,R1,T1,4.7-4.9,B19,10,10,20x20,,Seagrass
20231204_R1_T1_4.9-5.1_B20,12/4/23,12,2023,4,R1,T1,4.9-5.1,B20,13,7,20x20,"Hard to tell, measuring tape not shown",Seagrass
20231204_R1_T1_5.1-5.3_B21,12/4/23,12,2023,4,R1,T1,5.1-5.3,B21,7,13,20x20,,Seagrass
20231204_R1_T1_5.3-5.5_B22,12/4/23,12,2023,4,R1,T1,5.3-5.5,B22,9,11,20x20,,Seagrass
20231204_R1_T1_5.5-5.7_B23,12/4/23,12,2023,4,R1,T1,5.5-5.7,B23,7,13,20x20,,Seagrass
20231204_R1_T1_5.7-5.9_B24,12/4/23,12,2023,4,R1,T1,5.7-5.9,B24,14,6,20x20,,Seagrass
20231204_R1_T1_5.9-6.1_B25,12/4/23,12,2023,4,R1,T1,5.9-6.1,B25,13,7,20x20,,Seagrass
20231204_R1_T2_1.1-1.3_B1,12/4/23,12,2023,4,R1,T2,1.1-1.3,B1,9,11,20x20,,Seagrass
20231204_R1_T2_1.3-1.5_B2,12/4/23,12,2023,4,R1,T2,1.3-1.5,B2,14,6,20x20,,Seagrass
20231204_R1_T2_1.5-1.7_B3,12/4/23,12,2023,4,R1,T2,1.5-1.7,B3,8,12,20x20,,Seagrass
20231204_R1_T2_1.7-1.9_B4,12/4/23,12,2023,4,R1,T2,1.7-1.9,B4,11,9,20x20,,Seagrass
20231204_R1_T2_1.9-2.1_B5,12/4/23,12,2023,4,R1,T2,1.9-2.1,B5,13,7,20x20,,Seagrass
20231204_R1_T2_2.1-2.3_B6,12/4/23,12,2023,4,R1,T2,2.1-2.3,B6,15,5,20x20,,Seagrass
20231204_R1_T2_2.3-2.5_B7,12/4/23,12,2023,4,R1,T2,2.3-2.5,B7,10,10,20x20,,Seagrass
20231204_R1_T2_2.5-2.7_B8,12/4/23,12,2023,4,R1,T2,2.5-2.7,B8,12,8,20x20,,Seagrass
20231204_R1_T2_2.7-2.9_B9,12/4/23,12,2023,4,R1,T2,2.7-2.9,B9,16,4,20x20,,Seagrass
20231204_R1_T2_2.9-3.1_B10,12/4/23,12,2023,4,R1,T2,2.9-3.1,B10,15,5,20x20,,Seagrass
20231204_R1_T2_3.1-3.3_B11,12/4/23,12,2023,4,R1,T2,3.1-3.3,B11,17,3,20x20,,Seagrass
20231204_R1_T2_3.3-3.5_B12,12/4/23,12,2023,4,R1,T2,3.3-3.5,B12,19,1,20x20,,Seagrass
20231204_R1_T2_3.5-3.7_B13,12/4/23,12,2023,4,R1,T2,3.5-3.7,B13,17,3,20x20,,Seagrass
20231204_R1_T2_3.7-3.9_B14,12/4/23,12,2023,4,R1,T2,3.7-3.9,B14,16,4,20x20,,Seagrass
20231204_R1_T2_3.9-4.1_B15,12/4/23,12,2023,4,R1,T2,3.9-4.1,B15,17,3,20x20,,Seagrass
20231204_R1_T2_4.1-4.3_B16,12/4/23,12,2023,4,R1,T2,4.1-4.3,B16,12,8,20x20,,Seagrass
20231204_R1_T2_4.3-4.5_B17,12/4/23,12,2023,4,R1,T2,4.3-4.5,B17,14,6,20x20,,Seagrass
20231204_R1_T2_4.5-4.7_B18,12/4/23,12,2023,4,R1,T2,4.5-4.7,B18,11,9,20x20,,Seagrass
20231204_R1_T2_4.7-4.9_B19,12/4/23,12,2023,4,R1,T2,4.7-4.9,B19,13,7,20x20,,Seagrass
20231204_R1_T2_4.9-5.1_B20,12/4/23,12,2023,4,R1,T2,4.9-5.1,B20,12,6,20x20,,Seagrass
20231204_R1_T2_5.1-5.3_B21,12/4/23,12,2023,4,R1,T2,5.1-5.3,B21,14,6,20x20,,Seagrass
20231204_R1_T2_5.3-5.5_B22,12/4/23,12,2023,4,R1,T2,5.3-5.5,B22,15,5,20x20,,Seagrass
20231204_R1_T2_5.5-5.7_B23,12/4/23,12,2023,4,R1,T2,5.5-5.7,B23,15,5,20x20,,Seagrass
20231204_R1_T2_5.7-5.9_B24,12/4/23,12,2023,4,R1,T2,5.7-5.9,B24,14,6,20x20,,Seagrass
20231204_R1_T2_5.9-6.1_B25,12/4/23,12,2023,4,R1,T2,5.9-6.1,B25,17,3,20x20,,Seagrass
20231204_R1_T3_0.8-1_B1,12/4/23,12,2023,4,R1,T3,0.8-1,B1,6,14,20x20,,Seagrass
20231204_R1_T3_1-1.2_B2,12/4/23,12,2023,4,R1,T3,1-1.2,B2,9,11,20x20,,Seagrass
20231204_R1_T3_1.2-1.4_B3,12/4/23,12,2023,4,R1,T3,1.2-1.4,B3,8,12,20x20,,Seagrass
20231204_R1_T3_1.4-1.6_B4,12/4/23,12,2023,4,R1,T3,1.4-1.6,B4,6,14,20x20,,Seagrass
20231204_R1_T3_1.6-1.8_B5,12/4/23,12,2023,4,R1,T3,1.6-1.8,B5,5,15,20x20,,Seagrass
20231204_R1_T3_1.8-2_B6,12/4/23,12,2023,4,R1,T3,1.8-2,B6,5,15,20x20,,Seagrass
20231204_R1_T3_2-2.2_B7,12/4/23,12,2023,4,R1,T3,2-2.2,B7,10,10,20x20,,Seagrass
20231204_R1_T3_2.2-2.4_B8,12/4/23,12,2023,4,R1,T3,2.2-2.4,B8,9,11,20x20,,Seagrass
20231204_R1_T3_2.4-2.6_B9,12/4/23,12,2023,4,R1,T3,2.4-2.6,B9,6,14,20x20,,Seagrass
20231204_R1_T3_2.6-2.8_B10,12/4/23,12,2023,4,R1,T3,2.6-2.8,B10,11,9,20x20,,Seagrass
20231204_R1_T3_2.8-3_B11,12/4/23,12,2023,4,R1,T3,2.8-3,B11,9,11,20x20,,Seagrass
20231204_R1_T3_3-3.2_B12,12/4/23,12,2023,4,R1,T3,3-3.2,B12,6,14,20x20,,Seagrass
20231204_R1_T3_3.2-3.4_B13,12/4/23,12,2023,4,R1,T3,3.2-3.4,B13,5,15,20x20,,Seagrass
20231204_R1_T3_3.4-3.6_B14,12/4/23,12,2023,4,R1,T3,3.4-3.6,B14,5,15,20x20,,Seagrass
20231204_R1_T3_3.6-3.8_B15,12/4/23,12,2023,4,R1,T3,3.6-3.8,B15,10,10,20x20,,Seagrass
20231204_R1_T3_3.8-4_B16,12/4/23,12,2023,4,R1,T3,3.8-4,B16,9,11,20x20,,Seagrass
20231204_R1_T3_4-4.2_B17,12/4/23,12,2023,4,R1,T3,4-4.2,B17,7,13,20x20,,Seagrass
20231204_R1_T3_4.2-4.4_B18,12/4/23,12,2023,4,R1,T3,4.2-4.4,B18,18,2,20x20,,Seagrass
20231204_R1_T3_4.4-4.6_B19,12/4/23,12,2023,4,R1,T3,4.4-4.6,B19,16,4,20x20,,Seagrass
20231204_R1_T3_4.6-4.8_B20,12/4/23,12,2023,4,R1,T3,4.6-4.8,B20,8,12,20x20,,Seagrass
20231204_R1_T3_4.8-5_B21,12/4/23,12,2023,4,R1,T3,4.8-5,B21,15,5,20x20,,Seagrass
20231204_R1_T3_5-5.2_B22,12/4/23,12,2023,4,R1,T3,5-5.2,B22,13,7,20x20,,Seagrass
20231204_R1_T3_5.2-5.4_B23,12/4/23,12,2023,4,R1,T3,5.2-5.4,B23,11,9,20x20,,Seagrass
20231204_R1_T3_5.4-5.6_B24,12/4/23,12,2023,4,R1,T3,5.4-5.6,B24,8,12,20x20,,Seagrass
20231204_R1_T3_5.6-5.8_B25,12/4/23,12,2023,4,R1,T3,5.6-5.8,B25,16,4,20x20,,Seagrass
20231204_R2_T1_0.8-1_B1,12/4/23,12,2023,4,R2,T1,0.8-1,B1,5,15,20x20,,Seagrass
20231204_R2_T1_1-1.2_B2,12/4/23,12,2023,4,R2,T1,1-1.2,B2,11,9,20x20,,Seagrass
20231204_R2_T1_1.2-1.4_B3,12/4/23,12,2023,4,R2,T1,1.2-1.4,B3,4,16,20x20,,Seagrass
20231204_R2_T1_1.4-1.6_B4,12/4/23,12,2023,4,R2,T1,1.4-1.6,B4,0,20,20x20,,Seagrass
20231204_R2_T1_1.6-1.8_B5,12/4/23,12,2023,4,R2,T1,1.6-1.8,B5,8,12,20x20,,Seagrass
20231204_R2_T1_1.8-2_B6,12/4/23,12,2023,4,R2,T1,1.8-2,B6,15,5,20x20,,Seagrass
20231204_R2_T1_2-2.2_B7,12/4/23,12,2023,4,R2,T1,2-2.2,B7,14,6,20x20,,Seagrass
20231204_R2_T1_2.2-2.4_B8,12/4/23,12,2023,4,R2,T1,2.2-2.4,B8,5,15,20x20,,Seagrass
20231204_R2_T1_2.4-2.6_B9,12/4/23,12,2023,4,R2,T1,2.4-2.6,B9,13,7,20x20,,Seagrass
20231204_R2_T1_2.6-2.8_B10,12/4/23,12,2023,4,R2,T1,2.6-2.8,B10,13,7,20x20,,Seagrass
20231204_R2_T1_2.8-3_B11,12/4/23,12,2023,4,R2,T1,2.8-3,B11,16,4,20x20,,Seagrass
20231204_R2_T1_3-3.2_B12,12/4/23,12,2023,4,R2,T1,3-3.2,B12,14,6,20x20,,Seagrass
20231204_R2_T1_3.2-3.4_B13,12/4/23,12,2023,4,R2,T1,3.2-3.4,B13,9,11,20x20,,Seagrass
20231204_R2_T1_3.4-3.6_B14,12/4/23,12,2023,4,R2,T1,3.4-3.6,B14,13,7,20x20,,Seagrass
20231204_R2_T1_3.6-3.8_B15,12/4/23,12,2023,4,R2,T1,3.6-3.8,B15,15,5,20x20,,Seagrass
20231204_R2_T1_3.8-4_B16,12/4/23,12,2023,4,R2,T1,3.8-4,B16,8,12,20x20,,Seagrass
20231204_R2_T1_4-4.2_B17,12/4/23,12,2023,4,R2,T1,4-4.2,B17,5,15,20x20,,Seagrass
20231204_R2_T1_4.2-4.4_B18,12/4/23,12,2023,4,R2,T1,4.2-4.4,B18,8,12,20x20,,Seagrass
20231204_R2_T1_4.4-4.6_B19,12/4/23,12,2023,4,R2,T1,4.4-4.6,B19,6,14,20x20,,Seagrass
20231204_R2_T1_4.6-4.8_B20,12/4/23,12,2023,4,R2,T1,4.6-4.8,B20,5,15,20x20,,Seagrass
20231204_R2_T1_4.8-5_B21,12/4/23,12,2023,4,R2,T1,4.8-5,B21,8,12,20x20,,Seagrass
20231204_R2_T1_5-5.2_B22,12/4/23,12,2023,4,R2,T1,5-5.2,B22,12,8,20x20,,Seagrass
20231204_R2_T1_5.2-5.4_B23,12/4/23,12,2023,4,R2,T1,5.2-5.4,B23,10,10,20x20,,Seagrass
20231204_R2_T1_5.4-5.6_B24,12/4/23,12,2023,4,R2,T1,5.4-5.6,B24,11,9,20x20,,Seagrass
20231204_R2_T1_5.6-5.8_B25,12/4/23,12,2023,4,R2,T1,5.6-5.8,B25,12,8,20x20,,Seagrass
20231204_R2_T2_1-1.2_B1,12/4/23,12,2023,4,R2,T2,1-1.2,B1,5,15,20x20,,Seagrass
20231204_R2_T2_1.2-1.4_B2,12/4/23,12,2023,4,R2,T2,1.2-1.4,B2,6,14,20x20,,Seagrass
20231204_R2_T2_1.4-1.6_B3,12/4/23,12,2023,4,R2,T2,1.4-1.6,B3,5,15,20x20,,Seagrass
20231204_R2_T2_1.6-1.8_B4,12/4/23,12,2023,4,R2,T2,1.6-1.8,B4,4,16,20x20,,Seagrass
20231204_R2_T2_1.8-2_B5,12/4/23,12,2023,4,R2,T2,1.8-2,B5,4,16,20x20,,Seagrass
20231204_R2_T2_2-2.2_B6,12/4/23,12,2023,4,R2,T2,2-2.2,B6,5,15,20x20,,Seagrass
20231204_R2_T2_2.2-2.4_B7,12/4/23,12,2023,4,R2,T2,2.2-2.4,B7,7,13,20x20,,Seagrass
20231204_R2_T2_2.4-2.6_B8,12/4/23,12,2023,4,R2,T2,2.4-2.6,B8,2,18,20x20,,Seagrass
20231204_R2_T2_2.6-2.8_B9,12/4/23,12,2023,4,R2,T2,2.6-2.8,B9,3,17,20x20,,Seagrass
20231204_R2_T2_2.8-3_B10,12/4/23,12,2023,4,R2,T2,2.8-3,B10,4,16,20x20,,Seagrass
20231204_R2_T2_3-3.2_B11,12/4/23,12,2023,4,R2,T2,3-3.2,B11,4,16,20x20,,Seagrass
20231204_R2_T2_3.2-3.4_B12,12/4/23,12,2023,4,R2,T2,3.2-3.4,B12,5,15,20x20,,Seagrass
20231204_R2_T2_3.4-3.6_B13,12/4/23,12,2023,4,R2,T2,3.4-3.6,B13,4,16,20x20,,Seagrass
20231204_R2_T2_3.6-3.8_B14,12/4/23,12,2023,4,R2,T2,3.6-3.8,B14,6,14,20x20,,Seagrass
20231204_R2_T2_3.8-4_B15,12/4/23,12,2023,4,R2,T2,3.8-4,B15,6,14,20x20,,Seagrass
20231204_R2_T2_4-4.2_B16,12/4/23,12,2023,4,R2,T2,4-4.2,B16,3,17,20x20,,Seagrass
20231204_R2_T2_4.2-4.4_B17,12/4/23,12,2023,4,R2,T2,4.2-4.4,B17,8,12,20x20,,Seagrass
20231204_R2_T2_4.4-4.6_B18,12/4/23,12,2023,4,R2,T2,4.4-4.6,B18,7,13,20x20,,Seagrass
20231204_R2_T2_4.6-4.8_B19,12/4/23,12,2023,4,R2,T2,4.6-4.8,B19,3,17,20x20,,Seagrass
20231204_R2_T2_4.8-5_B20,12/4/23,12,2023,4,R2,T2,4.8-5,B20,5,15,20x20,,Seagrass
20231204_R2_T2_5-5.2_B21,12/4/23,12,2023,4,R2,T2,5-5.2,B21,8,12,20x20,,Seagrass
20231204_R2_T2_5.2-5.4_B22,12/4/23,12,2023,4,R2,T2,5.2-5.4,B22,9,11,20x20,,Seagrass
20231204_R2_T2_5.4-5.6_B23,12/4/23,12,2023,4,R2,T2,5.4-5.6,B23,9,11,20x20,,Seagrass
20231204_R2_T2_5.6-5.8_B24,12/4/23,12,2023,4,R2,T2,5.6-5.8,B24,5,15,20x20,Could possibly be blurry Seagrass,Algae?
20231204_R2_T2_5.8-6_B25,12/4/23,12,2023,4,R2,T2,5.8-6,B25,4,16,20x20,,Seagrass
20231204_R2_T3_0.8-1_B1,12/4/23,12,2023,4,R2,T3,0.8-1,B1,2,18,20x20,,Seagrass
20231204_R2_T3_1-1.2_B2,12/4/23,12,2023,4,R2,T3,1-1.2,B2,7,13,20x20,,Seagrass
20231204_R2_T3_1.2-1.4_B3,12/4/23,12,2023,4,R2,T3,1.2-1.4,B3,8,12,20x20,,Seagrass
20231204_R2_T3_1.4-1.6_B4,12/4/23,12,2023,4,R2,T3,1.4-1.6,B4,6,14,20x20,,Seagrass
20231204_R2_T3_1.6-1.8_B5,12/4/23,12,2023,4,R2,T3,1.6-1.8,B5,2,18,20x20,,Seagrass
20231204_R2_T3_1.8-2_B6,12/4/23,12,2023,4,R2,T3,1.8-2,B6,2,18,20x20,,Seagrass
20231204_R2_T3_2-2.2_B7,12/4/23,12,2023,4,R2,T3,2-2.2,B7,1,19,20x20,,Seagrass
20231204_R2_T3_2.2-2.4_B8,12/4/23,12,2023,4,R2,T3,2.2-2.4,B8,3,17,20x20,,Seagrass
20231204_R2_T3_2.4-2.6_B9,12/4/23,12,2023,4,R2,T3,2.4-2.6,B9,7,13,20x20,,Seagrass
20231204_R2_T3_2.6-2.8_B10,12/4/23,12,2023,4,R2,T3,2.6-2.8,B10,3,17,20x20,,Seagrass
20231204_R2_T3_2.8-3_B11,12/4/23,12,2023,4,R2,T3,2.8-3,B11,3,17,20x20,,Seagrass
20231204_R2_T3_3-3.2_B12,12/4/23,12,2023,4,R2,T3,3-3.2,B12,1,19,20x20,,Seagrass
20231204_R2_T3_3.2-3.4_B13,12/4/23,12,2023,4,R2,T3,3.2-3.4,B13,5,15,20x20,,Seagrass
20231204_R2_T3_3.4-3.6_B14,12/4/23,12,2023,4,R2,T3,3.4-3.6,B14,2,18,20x20,,Seagrass
20231204_R2_T3_3.6-3.8_B15,12/4/23,12,2023,4,R2,T3,3.6-3.8,B15,2,18,20x20,,Seagrass
20231204_R2_T3_3.8-4_B16,12/4/23,12,2023,4,R2,T3,3.8-4,B16,2,18,20x20,,Seagrass
20231204_R2_T3_4-4.2_B17,12/4/23,12,2023,4,R2,T3,4-4.2,B17,3,17,20x20,,Seagrass
20231204_R2_T3_4.2-4.4_B18,12/4/23,12,2023,4,R2,T3,4.2-4.4,B18,4,16,20x20,,Seagrass
20231204_R2_T3_4.4-4.6_B19,12/4/23,12,2023,4,R2,T3,4.4-4.6,B19,4,16,20x20,,Seagrass
20231204_R2_T3_4.6-4.8_B20,12/4/23,12,2023,4,R2,T3,4.6-4.8,B20,8,12,20x20,,Seagrass
20231204_R2_T3_4.8-5_B21,12/4/23,12,2023,4,R2,T3,4.8-5,B21,6,14,20x20,,Seagrass
20231204_R2_T3_5-5.2_B22,12/4/23,12,2023,4,R2,T3,5-5.2,B22,8,12,20x20,,Seagrass
20231204_R2_T3_5.2-5.4_B23,12/4/23,12,2023,4,R2,T3,5.2-5.4,B23,3,17,20x20,,Seagrass
20231204_R2_T3_5.4-5.6_B24,12/4/23,12,2023,4,R2,T3,5.4-5.6,B24,2,18,20x20,,Seagrass
20231204_R2_T3_5.6-5.8_B25,12/4/23,12,2023,4,R2,T3,5.8-6,B25,4,16,20x20,,Seagrass
20231204_R3_T1_1-1.2_B1,12/4/23,12,2023,4,R3,T1,1-1.2,B1,2,18,20x20,,Seagrass
20231204_R3_T1_1.2-1.4_B2,12/4/23,12,2023,4,R3,T1,1.2-1.4,B2,5,15,20x20,,Seagrass
20231204_R3_T1_1.4-1.6_B3,12/4/23,12,2023,4,R3,T1,1.4-1.6,B3,5,15,20x20,,Seagrass
20231204_R3_T1_1.6-1.8_B4,12/4/23,12,2023,4,R3,T1,1.6-1.8,B4,2,18,20x20,,Seagrass
20231204_R3_T1_1.8-2_B5,12/4/23,12,2023,4,R3,T1,1.8-2,B5,5,15,20x20,,Seagrass
20231204_R3_T1_2-2.2_B6,12/4/23,12,2023,4,R3,T1,2-2.2,B6,3,17,20x20,,Seagrass
20231204_R3_T1_2.2-2.4_B7,12/4/23,12,2023,4,R3,T1,2.2-2.4,B7,3,17,20x20,,Seagrass
20231204_R3_T1_2.4-2.6_B8,12/4/23,12,2023,4,R3,T1,2.4-2.6,B8,10,10,20x20,,Seagrass
20231204_R3_T1_2.6-2.8_B9,12/4/23,12,2023,4,R3,T1,2.6-2.8,B9,4,16,20x20,,Seagrass
20231204_R3_T1_2.8-3_B10,12/4/23,12,2023,4,R3,T1,2.8-3,B10,9,11,20x20,,Seagrass
20231204_R3_T1_3-3.2_B11,12/4/23,12,2023,4,R3,T1,3-3.2,B11,9,11,20x20,,Seagrass
20231204_R3_T1_3.2-3.4_B12,12/4/23,12,2023,4,R3,T1,3.2-3.4,B12,5,15,20x20,,Seagrass
20231204_R3_T1_3.4-3.6_B13,12/4/23,12,2023,4,R3,T1,3.4-3.6,B13,10,10,20x20,,Seagrass
20231204_R3_T1_3.6-3.8_B14,12/4/23,12,2023,4,R3,T1,3.6-3.8,B14,8,12,20x20,,Seagrass
20231204_R3_T1_3.8-4_B15,12/4/23,12,2023,4,R3,T1,3.8-4,B15,8,12,20x20,,Seagrass
20231204_R3_T1_4-4.2_B16,12/4/23,12,2023,4,R3,T1,4-4.2,B16,7,13,20x20,,Seagrass
20231204_R3_T1_4.2-4.4_B17,12/4/23,12,2023,4,R3,T1,4.2-4.4,B17,8,12,20x20,,Seagrass
20231204_R3_T1_4.4-4.6_B18,12/4/23,12,2023,4,R3,T1,4.4-4.6,B18,11,9,20x20,,Seagrass
20231204_R3_T1_4.6-4.8_B19,12/4/23,12,2023,4,R3,T1,4.6-4.8,B19,5,15,20x20,,Seagrass
20231204_R3_T1_4.8-5_B20,12/4/23,12,2023,4,R3,T1,4.8-5,B20,5,15,20x20,,Seagrass
20231204_R3_T1_5-5.2_B21,12/4/23,12,2023,4,R3,T1,5-5.2,B21,13,7,20x20,,Seagrass
20231204_R3_T1_5.2-5.4_B22,12/4/23,12,2023,4,R3,T1,5.2-5.4,B22,12,8,20x20,,Seagrass
20231204_R3_T1_5.4-5.6_B23,12/4/23,12,2023,4,R3,T1,5.4-5.6,B23,7,13,20x20,,Seagrass
20231204_R3_T1_5.6-5.8_B24,12/4/23,12,2023,4,R3,T1,5.6-5.8,B24,8,12,20x20,,Seagrass
20231204_R3_T1_5.8-6_B25,12/4/23,12,2023,4,R3,T1,5.8-6,B25,7,13,20x20,,Seagrass
20231204_R3_T2_0.8-1_B1,12/4/23,12,2023,4,R3,T2,0.8-1,B1,3,17,20x20,,Seagrass
20231204_R3_T2_1-1.2_B2,12/4/23,12,2023,4,R3,T2,1-1.2,B2,6,14,20x20,,Seagrass
20231204_R3_T2_1.2-1.4_B3,12/4/23,12,2023,4,R3,T2,1.2-1.4,B3,16,4,20x20,,Seagrass
20231204_R3_T2_1.4-1.6_B4,12/4/23,12,2023,4,R3,T2,1.4-1.6,B4,14,6,20x20,,Seagrass
20231204_R3_T2_1.6-1.8_B5,12/4/23,12,2023,4,R3,T2,1.6-1.8,B5,11,9,20x20,,Seagrass
20231204_R3_T2_1.8-2_B6,12/4/23,12,2023,4,R3,T2,1.8-2,B6,7,13,20x20,,Seagrass
20231204_R3_T2_2-2.2_B7,12/4/23,12,2023,4,R3,T2,2-2.2,B7,4,16,20x20,,Seagrass
20231204_R3_T2_2.2-2.4_B8,12/4/23,12,2023,4,R3,T2,2.2-2.4,B8,4,16,20x20,,Seagrass
20231204_R3_T2_2.4-2.6_B9,12/4/23,12,2023,4,R3,T2,2.4-2.6,B9,10,10,20x20,,Seagrass
20231204_R3_T2_2.6-2.8_B10,12/4/23,12,2023,4,R3,T2,2.6-2.8,B10,15,5,20x20,,Seagrass
20231204_R3_T2_2.8-3_B11,12/4/23,12,2023,4,R3,T2,2.8-3,B11,10,10,20x20,,Seagrass
20231204_R3_T2_3-3.2_B12,12/4/23,12,2023,4,R3,T2,3-3.2,B12,8,12,20x20,,Seagrass
20231204_R3_T2_3.2-3.4_B13,12/4/23,12,2023,4,R3,T2,3.2-3.4,B13,8,12,20x20,,Seagrass
20231204_R3_T2_3.4-3.6_B14,12/4/23,12,2023,4,R3,T2,3.4-3.6,B14,5,15,20x20,,Seagrass
20231204_R3_T2_3.6-3.8_B15,12/4/23,12,2023,4,R3,T2,3.6-3.8,B15,2,18,20x20,,Seagrass
20231204_R3_T2_3.8-4_B16,12/4/23,12,2023,4,R3,T2,3.8-4,B16,8,12,20x20,,Seagrass
20231204_R3_T2_4-4.2_B17,12/4/23,12,2023,4,R3,T2,4-4.2,B17,6,14,20x20,,Seagrass
20231204_R3_T2_4.2-4.4_B18,12/4/23,12,2023,4,R3,T2,4.2-4.4,B18,13,7,20x20,,Seagrass
20231204_R3_T2_4.4-4.6_B19,12/4/23,12,2023,4,R3,T2,4.4-4.6,B19,4,16,20x20,,Seagrass
20231204_R3_T2_4.6-4.8_B20,12/4/23,12,2023,4,R3,T2,4.6-4.8,B20,11,9,20x20,,Seagrass
20231204_R3_T2_4.8-5_B21,12/4/23,12,2023,4,R3,T2,4.8-5,B21,9,11,20x20,Large algae patch and rest seagrass,Mix
20231204_R3_T2_5-5.2_B22,12/4/23,12,2023,4,R3,T2,5-5.2,B22,3,17,20x20,,Seagrass
20231204_R3_T2_5.2-5.4_B23,12/4/23,12,2023,4,R3,T2,5.2-5.4,B23,4,16,20x20,,Seagrass
20231204_R3_T2_5.4-5.6_B24,12/4/23,12,2023,4,R3,T2,5.4-5.6,B24,7,13,20x20,,Seagrass
20231204_R3_T2_5.6-5.8_B25,12/4/23,12,2023,4,R3,T2,5.8-6,B25,5,15,20x20,Little more seagrass dominant,Mix
20231204_R3_T3_0.9-1.1_B1,12/4/23,12,2023,4,R3,T3,0.9-1.1,B1,0,20,20x20,Sand,NA
20231204_R3_T3_1.1-1.3_B2,12/4/23,12,2023,4,R3,T3,1.1-1.3,B2,2,18,20x20,,Seagrass
20231204_R3_T3_1.3-1.5_B3,12/4/23,12,2023,4,R3,T3,1.3-1.5,B3,3,17,20x20,,Seagrass
20231204_R3_T3_1.5-1.7_B4,12/4/23,12,2023,4,R3,T3,1.5-1.7,B4,4,16,20x20,,Seagrass
